title;prize;ratings;stars;publish_date;authors
Marketing Digital: Mobile Marketing, SEO y analitica Web (Social Media);9,49;4;4,5;23 octubre 2012;Jose Maria Estrade Nieto y David Jordan Soro
Inteligencia artificial;6,64;0;NA;11 noviembre 2017;Pedro Meseguer Gonzalez y Ramon Lopez de Mantaras Badia
Pack de libros Paso a Paso: Office 2016 Paso a Paso + Windows 10 Paso a Paso + Excel 2016 Paso a Paso + Word 2016 Paso a Paso + PowerPoint 2016 Paso a Paso;9,99;2;3,5;29 septiembre 2016;Handz Valentin y ValentinBook Publishing
Analisis y Desarrollo de MongoDB y Redis en Java;0,00;7;4;3 septiembre 2014;Francisco Javier Ruano Vazquez
Kindle Unlimited: Seis Razones para NO Comprarlo;0,00;6;2,5;21 abril 2015;Miguel Bastille
ORACLE 11g PL/SQL. Curso practico de formacion;5,69;3;3,3;3 enero 2013;ANTOLIN MUNOZ CHAPARRO
100 Preguntas y Respuestas para trabajar como Desarrollador Android: o contratar al candidato adecuado;2,99;0;NA;19 noviembre 2015;Enrique Lopez Manas y Belen Garcia Lipuzcoa
El pequeno libro para invertir con sentido comun: El mejor metodo para garantizar la rentabilidad en bolsa;9,49;8;3,4;21 junio 2016;John C. Bogle y Gustavo Teruel Prieto
Principios de Virtualizacion: Con Ejemplos;0,00;1;5;16 enero 2015;Fernando Alegria Gimenez
Sacale partido a tu tienda online: Consejos para vender mas y mejor por Internet;0,00;5;5;12 junio 2016;Jose Tomas Caballero y Rosa Lopez Sandoval
Aprenda R en 1 Dia: Todo lo que necesitas para empezar a programar en R;0,00;2;3,5;26 octubre 2015;Borneo, R
La nueva mente del emperador;8,54;7;4,2;2 julio 2015;Roger Penrose
!Organizate con Outlook 2016!: La gestion de actividades facil;8,99;1;2;27 agosto 2017;Fernando Parrondo
UML Practico: Aprende UML paso a paso;0,00;1;5;4 septiembre 2014;Javier Martin Juan y Lorena Lopez Resusta
Aprender Windows 8 con 100 ejercicios practicos (Aprender... con 100 ejercicios practicos);7,59;0;NA;30 enero 2013;MEDIAactive
UML Practico: Aprende UML paso a paso;0,00;1;5;4 septiembre 2014;Javier Martin Juan y Lorena Lopez Resusta
Aprender Windows 8 con 100 ejercicios practicos (Aprender... con 100 ejercicios practicos);7,59;0;NA;30 enero 2013;MEDIAactive
Buenas noches, que duermas bien: un manual para ayudar a tus hijos a dormir bien y despertar contentos: De recien nacidos a ninos de hasta cinco anos;9,30;1;5;1 noviembre 2016;Kim West
Responsive Design. Desarrolla tus Web con Bootstrap;0,00;2;1;10 junio 2013;Aaron Rojo Bedford
Ebook: Servicios en la nube (Innovation Trends Series);0,00;3;2,6;21 septiembre 2015;BBVA Innovation Center y BBVA Innovation Center
Como hacer videos siendo un crack delante de una camara: 10 claves para conseguir un video profesional con Alicia Ro (empresa, estrategia y gestion) (Hablando con cracks);0,00;3;4,6;1 septiembre 2015;ana nieto churruca
DevOps y el camino de baldosas amarillas;1,99;13;3,1;9 octubre 2015;Jose Juan Mora Perez
Marketing de contenidos (Social Media);8,54;7;3,5;23 abril 2013;Eva Sanagustin
Como acertar todas las preguntas sobre Gestion del Valor Ganado en el Examen PMP(r): (+50 Preguntas Tipo Examen PMP(r) con Soluciones sobre la Gestion del ... Simplificada del Examen PMP no 1);0,00;7;3,8;29 septiembre 2014;Aileen Ellis y Anne Trombetta
Analitica predictiva (Titulos Especiales);18,99;4;2,6;8 septiembre 2014;Eric Siegel
HTML, CSS y Javascript. La Guia Definitiva: 2a Edicion;0,00;0;NA;31 julio 2016;Patricia Gonzalez
Letras Pixeladas;0,00;17;4,1;28 junio 2013;Raul Garcia y Daniel del Olmo
Arquitectura Java  JPA Domain Driven Design;2,65;12;4,3;6 mayo 2014;Cecilio Alvarez Caules y Olga Pelaez Tapia
Aprendo y enseno a programar en Scratch: Sesion 3: La categoria Apariencia;2,99;1;5;4 febrero 2016;Andres Anta
18 Trucos Secretos para Grand Theft Auto - PS4;2,99;8;2;15 marzo 2015;Jade Browning
Posicionamiento Web 2.0. Optimizacion SEO, SEM y Redes Sociales;0,00;0;NA;13 agosto 2013;Aaron Rojo Bedford
INTRODUCCION A PL/SQL: POTENCIA TUS DESARROLLOS (DIARIO DE UN AUTODIDACTA no 3);6,56;0;NA;7 enero 2017;ISAAC NARANJO GARCIA
Youtubers y otras especies: El fenomeno que ha cambiado la manera de entender los contenidos audiovisuales;0,00;1;4;4 mayo 2017;Millan Ignacio Berzosa Penaranda
Software libre para CALCULO NUMERICO;3,79;1;5;13 febrero 2012;Inmaculada Plaza y Carlos T. Medrano
Como Salir de Deudas Si No tengo Dinero. Recupera tu Tranquilidad y Libertad Financiera: Secretos de Educacion Financiera. Vive Libre de Deuda y Afina tus Finanzas Personales. No mas Necesito Dinero;0,00;2;5;1 noviembre 2017;David Emmied
Aprendo y enseno a programar en Scratch: Sesion 9: La categoria Sensores;2,99;0;NA;10 marzo 2016;Andres Anta
Big data: La revolucion de los datos masivos (Noema);9,49;19;3,7;22 abril 2016;Viktor Mayer-Schonberger y Kenneth Cukier
Programacion en C y en C++;0,00;1;3;10 noviembre 2014;Luis Gotello y Aaron Rojo
Formulas DAX para PowerPivot: Una guia simple hacia la revolucion de Excel;16,32;10;2,9;1 septiembre 2013;Rob Collie y Miguel Escobar
Excel 2010 para Dummies: Guia rapida;2,84;2;2;5 mayo 2011;Colin Banfield y John Walkenbach
Revista Telos 108/Fundacion Telefonica;0,00;0;NA;20 diciembre 2017;Fundacion Telefonica
7 Pasos Para Ser Un Pentester: Que debes hacer para convertirte en Hacker Etico (Como Hackear no 0);0,99;1;5;14 noviembre 2017;Karina Astudillo
Diseno de Bases de Datos - Un enfoque practico: Aprende a disenar bases de datos desde el modelo conceptual hasta el modelo relacional con esta guia practica con ejemplos;0,00;5;3,2;8 octubre 2014;Sergio Garrido Barrientos
Fabricacion digital: Nuevos modelos de negocio y nuevas oportunidades;0,00;1;4;28 julio 2014;Fundacion Telefonica
Python Para Todos;1,04;2;1;18 marzo 2011;Raul Gonzalez Duque
Programacion de Arduino: Guia paso a paso para dominar el hardware y el software de Arduino (Arduino, proyectos Arduino Arduino uno Arduino Arduino starter kit, ide, yun Arduino;2,99;1;1;6 noviembre 2017;Ramon Martinez
Aprendo y enseno a programar en Scratch: Sesion 4: La categoria Sonido;2,99;0;NA;4 febrero 2016;Andres Anta
Aprendo y enseno a programar en Scratch: Sesion 6: La categoria Eventos;2,99;0;NA;12 febrero 2016;Andres Anta
La otra pantalla (Manuales);7,12;0;NA;16 mayo 2016;Elena Neira Borrajo
Aprender Outlook 2010 con 100 ejercicios practicos (Aprender... con 100 ejercicios practicos);7,59;1;4;30 enero 2012;MEDIAactive
Macros en Excel 2013 - Programacion de aplicaciones con VBA: Automatice sus planillas y optimice el trabajo;11,99;3;4;17 mayo 2013;Viviana Zanini y RedUSERS USERSHOP
Google Analytics con Google Tag Manager: Implementa, mide y diviertete;22,41;4;2,3;1 septiembre 2016;Nico Roddz
Aprender Postproduccion Avanzada con After Effects con 100 ejercicios practicos;7,59;1;4;1 mayo 2012;MEDIAactive
Sistemas informaticos aplicados al turismo (Economia Y Empresa);26,12;1;5;5 noviembre 2015;Antonio Guevara Plaza y Jose Luis Caro Herrero
De 0 a 1 Millon - Community Manager y marketing digital: La profesion del manana, hoy!;0,00;1;5;9 marzo 2016;Nico Quindt
Curso de Excel 2016: Aprende Excel desde cero;6,00;0;NA;3 noviembre 2017;aulaClic s.l.
Aprendo y enseno a programar en Scratch: Sesion 7: La categoria Operadores;2,99;0;NA;16 febrero 2016;Andres Anta
TUNING DE APLICACIONES SOBRE BASES DE DATOS ORACLE;0,99;1;5;21 enero 2012;Alan Silberman
Retoque Fotografico: Los Programas Mas Usados por Profesionales;0,99;0;NA;29 marzo 2017;Estudio FotoArte
Aprendo y enseno a programar en Scratch: Sesion 2: La categoria Movimiento;0,00;0;NA;4 febrero 2016;Andres Anta
Como Ahorrar Dinero: Las Mejores Estrategias de Ahorro Facil Para Tener Dinero Extra Contigo Siempre;0,00;5;5;17 julio 2017;Angel Miquel Pinos
Gestion y planificacion de redes sociales profesionales: Todo lo que debes saber para gestionar correctamente redes sociales corporativas;9,49;2;3;8 septiembre 2016;Jorge Villar Rodriguez
Programando con R: Programacion Estadistica;0,00;0;NA;15 abril 2015;Eduardo Tino Rodriguez
Manual Del Guerrero: AngularJS;5,51;11;4,2;5 abril 2015;Carlos Solis
Monta tu servidor local y desde cero gratis.;1,23;0;NA;30 septiembre 2014;Juan Jose Dominguez Perdigones
Aprendo y enseno a programar en Scratch: Sesion 5: La categoria Lapiz. El editor de pinturas;2,99;0;NA;9 febrero 2016;Andres Anta
Desarrollo de aplicaciones web en el entorno servidor. IFCD0210;12,17;0;NA;21 mayo 2015;La Paz, Rafael Luis Granados
Gmail - mucho mas que el e-mail: Guia paso a paso para conocer todas sus posibilidades;0,00;15;4,7;22 marzo 2016;Carlos Sernis Laleona
Fundamentos de Bases de Datos con MySQL;0,00;1;5;21 enero 2014;R, Patricia Gonzalez
EL ANALISIS TECNICO  DEL TRADING  DE UNA FORMA SENCILLA. Como construir e interpretar los graficos del analisis tecnico y mejorar el trading en linea.;2,84;1;2;2 diciembre 2014;Stefano Calicchio
El lenguaje y su Entorno de Desarrollo (Experto AutoCAD con Visual LISP no 1);0,00;1;1;19 mayo 2013;Reinaldo N. Togores
JAVA. Interfaces graficas y aplicaciones para Internet. 4a Edicion. (Profesional);15,72;2;4;15 noviembre 2017;Fco. Javier Ceballos Sierra
Ni SEO ni ostias, NETWORKING: Consigue 1000 fans incondicionales pasando del SEO. La mejor forma de llevar tu blog al siguiente nivel.;0,00;21;4;19 marzo 2015;Laura Nicolas y Cristina Nicolas
REDES CISCO. Guia de estudio para la certificacion CCNA Routing y Switching. 4a edicion actualizada;19,58;7;4;5 enero 2018;Ernesto Ariganello
Humillacion en las redes;5,22;2;4;18 noviembre 2015;Jon Ronson
Marketing Analytics (Social Media);8,54;27;3,8;14 diciembre 2015;Tristan Elosegui Figueroa y Gemma Munoz Vera
Una buena experiencia de usuario: 100 Observaciones practicas para disenar interfaces;2,84;4;4;13 julio 2015;Borja Chacon Cortes y Borja Chacon Cortes
Aprende NodeJS en 1 dia: Complete Node JS Guide con ejemplos;0,00;3;1,4;21 enero 2018;Krishna Rungta
Yo:TypeScript: Version 2.1;0,00;2;2,5;10 marzo 2015;Jose Carlos Lama
Yo:TypeScript: Version 2.1;0,00;2;2,5;10 marzo 2015;Jose Carlos Lama
La Informatica Forense: Analisis Sobre Como Diseccionar Delitos Informaticos;0,00;0;NA;21 febrero 2018;Pedro Jose Forte
Windows Server - Estructuras de dominio (Fichas de informatica);1,82;0;NA;14 febrero 2014;Rocio Navarro Lacoba
Aprendo y enseno a programar en Scratch: Sesion 11: La categoria Mas Bloques;2,99;0;NA;30 marzo 2016;Andres Anta
APRENDER ILLUSTRATOR CS5 CON 100 EJERCICIOS PRACTICOS (APRENDER...CON 100 EJERCICIOS PRACTICOS);7,59;4;4,7;22 marzo 2012;MEDIAactive
La Magia del Software: Historia, Fundamentos y Perspectiva;0,00;1;5;21 septiembre 2016;Reynaldo Nuncio Limon
Desarrollo de Bases de Datos. Casos practicos desde el analisis a la implementacion. 2a edicion actualizada (Profesional);15,72;0;NA;25 noviembre 2017;Dolores Cuadra Fernandez
Marketing Online: Coleccion: La serie el completo;9,99;11;4,4;24 diciembre 2013;Jose Noguera
Como crear su pagina web gratis: Libro detallado y completo para crear su pagina web con Wordpress;7,99;1;5;18 julio 2017;Juan Bravo
Como estar en la primera pagina de Google: Tips SEO para Marketing Digital;4,49;0;NA;27 julio 2015;Jason Matthews y Patricia Garcia Gonzalez
Word 2016 Paso a Paso: Actualizacion Constante (MOBI + EPUB + PDF);2,99;0;NA;8 enero 2016;Handz Valentin
El arte funcional: Infografia y visualizacion de informacion;32,66;3;2,8;7 diciembre 2016;Alberto Cairo
Diez anos que cambiaron los medios: 2007-2017;0,00;1;3;4 diciembre 2017;Bernardo Diaz Nosty
Aprendo y enseno a programar en Scratch: Sesion 1: La plataforma;1,14;0;NA;4 febrero 2016;Andres Anta
Cuando la criptografia falla;0,00;12;4,4;14 enero 2014;Arturo Quirantes Sierra
Curso de programacion en C para principiantes: Aprende a programar en C desde cero.;0,00;3;3,8;19 agosto 2012;Gorka Urrutia Landa
SEO luego existo: El dia en el que el SEO de mi web acabo con mi tiempo libre gracias al posicionamiento en buscadores;0,00;14;4,5;9 agosto 2015;Miguel Gomez
Diseno de Software con Modelado UML: 2a Edicion;0,00;0;NA;4 julio 2016;Cristian Calvo Lores
Aprendo y enseno a programar en Scratch: Sesion 8: La categoria Control;2,99;0;NA;26 febrero 2016;Andres Anta
Aprendo y enseno a programar en Scratch: Sesion 10: La categoria Datos;2,99;0;NA;24 marzo 2016;Andres Anta
ESTADISTICA Y R. Distribuciones de probabilidades. Guia-Resumen;0,00;0;NA;6 febrero 2018;Rafael Borneo
INTERNET PROFUNDA: Anonimato , libertad de expresion y censura en internet;0,00;1;1;2 junio 2016;Diego Fernando Migliorisi y Gustavo Nanno
Crea tu propio sitio web desde cero: !Creando paso a paso tu sitio web en WordPress!;0,00;0;NA;15 enero 2018;Raul Olariaga
Relatos cortos para entender la programacion: Descubre una manera original de entender aquellos conceptos claves para entender la logica de la programacion informatica;0,00;0;NA;6 febrero 2018;Gabriel Orozco Frutos
Entrena tu cerebro: Neurociencia para la vida cotidiana;6,17;16;3,4;25 junio 2014;Marta Romo Vega
Introduccion a PowerShell para SharePoint;1,99;0;NA;14 septiembre 2015;Gustavo Velez y Juan Carlos Gonzalez Martinez
Guia introductoria a Evernote;0,00;4;3,5;11 julio 2014;Javier Sanchez Loria
Marketing de Mercadillo: Conoce al comprador online;3,99;5;5;28 diciembre 2016;Rocio A. Gomez Sustacha
Yo Quiero Ser Presidente ?Como usar internet para ganar una eleccion? La estrategia electronica de Barack Obama;0,00;4;2,9;20 enero 2009;Alfonso Baella Herrera
Deep Web: Todos los secretos y misterios de la red detras de la red;1,49;1;1;12 diciembre 2014;Claude Kramer
2: Filtrando Ruido con Perceptron LMS: Analizado y Explicado con Sentido Practico (Serie Tutorial:  Programando Redes Neuronales Artificiales Paso a Paso con Python);0,00;0;NA;12 marzo 2017;Eric Joel Barragan Gonzalez
Criptomonedas: Bitcoin y Ethereum: Dominando la nueva fiebre digital del oro para obtener ganancias. Aprenda como comprar, extraer, comerciar e invertir Bitcoin y Ethereum.;0,00;9;4,3;21 diciembre 2017;Connor Bauchard
Criptomonedas: Bitcoin y Ethereum: Dominando la nueva fiebre digital del oro para obtener ganancias. Aprenda como comprar, extraer, comerciar e invertir Bitcoin y Ethereum.;0,00;9;4,3;21 diciembre 2017;Connor Bauchard
Simracing 101: Guia basica de pilotaje virtual;0,00;0;NA;2 febrero 2018;Gonzalo Camara y Alberto Segovia
Marketing Online: Coleccion: La serie el completo;9,99;11;4,4;24 diciembre 2013;Jose Noguera
?Como leemos en la sociedad digital?: Lectores, booktubers y prosumidores;0,00;0;NA;27 noviembre 2017;Francisco Cruces Villalobos y AA. VV.
Aprender Excel 2010 con 100 ejercicios practicos (Aprender... con 100 ejercicios practicos);7,59;0;NA;11 junio 2010;MEDIAactive
Community management Para Dummies;7,59;1;3;24 enero 2012;Pedro Rojas
Gestion auxiliar de reproduccion en soporte convencional o informatico. ADGG0408;8,27;0;NA;27 agosto 2014;Torres Rojas, Alvaro
Wordpress para Principiantes: Una guia visual;0,00;2;4;23 marzo 2014;Dr. Andy Williams
Algoritmos Geneticos con Python;0,00;1;5;16 junio 2017;Clinton Sheppard
Curso de Access 2016: Aprende Access desde cero;6,00;0;NA;4 noviembre 2017;aulaClic s.l.
Como implantar un SGSI segun UNE-ISO/IEC 27001:2014 y su aplicacion en el Esquema Nacional de Seguridad;13,29;1;5;19 junio 2015;Pedro Pablo Fernandez Rivero y Luis Gomez Fernandez
Arduino Entendiendo el mundo: Nivel Basico:Tomo2;0,00;1;3;26 octubre 2017;Ruben Beiroa Mosquera
Dominando INSTAGRAM ADS: Descubre Las Ultimas Tecnicas De Publicidad En Instagram Para Impulsar Las Ventas;0,00;3;5;17 abril 2017;Justo Serrano y Cesar Miro
Redes de Ordenadores - Fundamentos;0,99;0;NA;30 septiembre 2014;Alicia Trivino y Fernando Boavida
Aprender Indesign CS6 con 100 ejercicios practicos (Aprender... con 100 ejercicios practicos);7,59;1;5;30 noviembre 2012;MEDIAactive
Manual de Amazon Echo: Tu guia de uso para Alexa, Echo Dot y Smart Home (Sistema Smart Home no 1);3,99;0;NA;12 diciembre 2017;Roman Alexander
Pentesting con Kali: Aprende a dominar la herramienta Kali para hacer tests de penetracion y auditorias activas de seguridad. Actualizado a Kali 2017.3;29,99;22;4,1;16 junio 2017;David Santo Orcero
Blockchain para todos los publicos: Y sus aplicaciones en el sector inmobiliario, financiero, sanitario y cultural;0,00;9;4,2;18 agosto 2017;Jorge Zanoletty Perez
Introduccion a PHP y MySQL: 2a. Edicion;0,00;2;2;7 junio 2015;Andres Serbat Ocana
Clickbank el Secreto;9,09;0;NA;17 septiembre 2013;Lucio Rendon
Controlar AutoCAD con AutoLISP/Visual LISP (Experto AutoCAD con Visual LISP no 2);0,00;1;4;21 noviembre 2015;Reinaldo N. Togores
Como crear y vender cursos online;2,84;0;NA;4 octubre 2015;Juanjo Ramos
Revolucion en Silicon Valley: La increible historia de como se hizo el primer Mac de Apple;4,27;16;4,9;27 noviembre 2012;Andy Hertzfeld y Adela Padin
Fundamentos de Arduino;0,00;7;2,9;16 enero 2015;Javier Garrido Pedraza
Criptomoneda:  Elemental;2,99;0;NA;2 octubre 2017;Eric Morse
Inteligencia Artificial Python: una breve introduccion a la Inteligencia Artificial con Python;2,99;1;1;7 noviembre 2017;Pedro Martinez
Las 30 webs mas relevantes de 2011;0,00;22;3;20 diciembre 2011;Juan Manuel Garcia Campos
SketchUp Pro 2014 Nuevas Funciones;0,00;1;2;1 septiembre 2017;Joao Gaspar
Las tecnologias que cambiaron la historia;0,00;2;3,5;27 diciembre 2016;Fundacion Telefonica
Microsoft SQL Server: Programacion y Administracion de Base de Datos;0,00;3;3,3;4 agosto 2014;Juan Carlos Heredia Mayer
Excel 2013, Power View, Power Map y BI Colaborativo: Visualiza, descubre, comparte y decide (ANALIZA TU NEGOCIO CON EXCEL Y POWER BI. APRENDE DE TUS DATOS no 5);0,00;3;3,7;18 mayo 2016;Salvador Ramos
Se buscan ingenieras, fisicas y tecnologas: ?Por que no hay mas mujeres STEM?;0,00;0;NA;28 junio 2017;Milagros Sainz Ibanez y Fundacion Telefonica
Google Home - el manual completo: La guia para utilizar Google Home de manera mas eficaz (Sistema Smart Home no 2);2,99;0;NA;6 enero 2018;Roman Alexander y Dolly Ana
Domina Excel Hoy;9,55;2;3,6;1 julio 2012;Carlos Lopez Cornielle
Diseno de experiencia de usuario (UX): Como disenar interfaces digitales amigables para las personas y rentables para las companias;17,48;0;NA;8 noviembre 2015;Juan Manuel Carraro y Yanina Duarte
Avid Media Composer;5,84;0;NA;20 diciembre 2016;Falele Moreno
Internet Industrial: Maquinas inteligentes en un mundo de sensores;0,00;0;NA;20 mayo 2016;Fundacion Telefonica
Super Blogger: estrategias para mejorar tu blog, diferenciarte  de la competencia y dominar tu nicho;0,00;3;4,4;21 septiembre 2015;Jose Noguera
